full_text,username,created_at,clean_text,pred_label,confidence,label
@ayletheia Anjay sudah redenominasi duluan,,Wed Nov 26 05:36:01 +0000 2025,anjay sudah redenominasi duluan,netral,0.9207078814506531,2
 Komisi XI DPR RI: Rupiah Redenominasi butuh persiapan matang! Antisipasi &amp; perencanaan penting! https://t.co/phYxbJ1hy2,,Sat Nov 22 06:02:12 +0000 2025,komisi xi dpr ri: rupiah redenominasi butuh persiapan matang! antisipasi &amp; perencanaan penting!,netral,0.8691126108169556,2
@fessthaii sebenernya buat nilainya sama aja si nder cm baht kan mata uang redenominasi(?) jadi ya misal 10baht itu brarti kurleb 5000 rupiah. mungkin klo indo jg ikut redenominasi jd 5rupiah. jadi tinggal kali kurleb 500 aja dr nilai baht,,Tue Oct 21 06:26:39 +0000 2025,sebenarnya buat nilainya sama saja sih nder cuma baht kan mata uang redenominasi(?) jadi ya misal 10baht itu berarti kurleb 5000 rupiah. mungkin kalo indonesia juga ikut redenominasi jadi 5rupiah. jadi tinggal kali kurleb 500 saja dari nilai baht,negatif,0.9862529635429382,0
Redenominasi Rupiah Bikin Harga Mobil jadi Murah di Bawah Sejutaan! #uzoneID https://t.co/yVeTDuLTsP,,Mon Nov 10 12:15:02 +0000 2025,redenominasi rupiah bikin harga mobil jadi murah di bawah sejutaan! uzoneid,positif,0.9543244242668152,1
@KevinFerna39380 @AbahBerry01 Hingga September 2025 redenominasi rupiah belum diberlakukan. Mahkamah Konstitusi menolak gugatan terkait pada Juli 2025 menyatakan bahwa kebijakan ini memerlukan undang-undang baru dan momentum ekonomi yang tepat. Bank Indonesia menyatakan siap mendukung tapi belum ada jadwal,,Tue Sep 09 03:09:32 +0000 2025,hingga september 2025 redenominasi rupiah belum diberlakukan. mahkamah konstitusi menolak gugatan terkait pada juli 2025 menyatakan bahwa kebijakan ini memerlukan undang-undang baru dan momentum ekonomi yang tepat. bank indonesia menyatakan siap mendukung tapi belum ada jadwal,netral,0.9670463800430298,2
Saham2 group Bxxxie ini memang antik2. IHSG merah dia malah ARA. Saat hijau dia malah ambrol. Aku yo gendeng koq koleksi saham ini. Banyak lagi. Ayo pak Pur segera redenominasi pingin tahu nasib saham2 ini jadi apa nanti jika dibagi Rp1.000. ,,Tue Nov 11 04:56:56 +0000 2025,saham2 group bxxxie ini memang antik2. ihsg merah dia malah ara. saat hijau dia malah ambrol. aku ya gendeng kok koleksi saham ini. banyak lagi. ayo pak pur segera redenominasi pengin tahu nasib saham2 ini jadi apa nanti jika dibagi rp1.000.,negatif,0.9817724227905273,0
@Borntobe_DCLXVI @hoteliercrypto @Claud42401133 Pastilah bingung. Masyarakat beragama rupa dari sisi pengetahuan dan pendidikan. Butuh sosialisasi panjang ke masyarakat tidak bisa setahun dua tahun langsung dipaksakan. Tidak urgent untuk saat ini apalgi resiko inflasi dari redenominasi juga besar.,,Mon Nov 10 09:37:01 +0000 2025,pastilah bingung. masyarakat beragama rupa dari sisi pengetahuan dan pendidikan. butuh sosialisasi panjang ke masyarakat tidak bisa setahun dua tahun langsung dipaksakan. tidak urgent untuk saat ini apalagi resiko inflasi dari redenominasi juga besar.,negatif,0.9945030212402344,0
@losingus2005 Redenominasi,,Mon Nov 10 11:58:05 +0000 2025,redenominasi,netral,0.9803614616394043,2
ELI5 paling GAMPANG buat tau conclusion-making seperti di atas GOBLOK: redenominasi berarti bikin kita skyrocket from top 10 weakest currencies to the upper echelons. why not do it then?,,Fri Jan 09 08:14:57 +0000 2026,eli5 paling gampang buat tau conclusion-making seperti di atas goblok: redenominasi berarti bikin kita skyrocket from top 10 weakest currencies tapi the upper echelons. why not di itu then?,negatif,0.9782052636146545,0
Redenominasi bikin sistem pembayaran lebih praktis bikin rakyat lebih nyaman belanja sehari-hari. https://t.co/w9dlhayE5H,,Fri Nov 21 22:58:32 +0000 2025,redenominasi bikin sistem pembayaran lebih praktis bikin rakyat lebih nyaman belanja sehari-hari.,positif,0.9764824509620667,1
INDONESIA MENDUKUNG REDENOMINASI PURBAYA - Tandatangani Petisi! https://t.co/aTW0bH5ydd lewat @ChangeOrg_ID #indonesiaviral #FreePalestine #JokowiJawaraKorupsi,,Sat Nov 15 10:30:41 +0000 2025,indonesia mendukung redenominasi purbaya - tandatangani petisi! lewat indonesiaviral freepalestine jokowijawarakorupsi,netral,0.9351173043251038,2
@jakarta48fansid @SolaceAmerta redenominasi cuma mengganti angka nya bukan nilainya tujuannya pun bukan untuk menguatkan rupiah terhadap dolar tapi menyederhanakan angka nol nya aja biar ga repot di bagian akunting..,,Tue Jan 20 23:19:11 +0000 2026,redenominasi cuma mengganti angka nya bukan nilainya tujuannya pun bukan untuk menguatkan rupiah terhadap dolar tapi menyederhanakan angka nol nya saja biar enggak repot di bagian akunting..,negatif,0.9407668113708496,0
RUU Redenominasi sendiri masuk rencana pemerintah 2025 2029 dan ditargetkan selesai tahun 2027. Kenapa penting? Biar ekonomi lebih efisien daya saing naik nilai rupiah lebih stabil dan kredibilitas Indonesia meningkat.,,Tue Nov 18 09:22:30 +0000 2025,ruu redenominasi sendiri masuk rencana pemerintah 2025 2029 dan ditargetkan selesai tahun 2027. kenapa penting? biar ekonomi lebih efisien daya saing naik nilai rupiah lebih stabil dan kredibilitas indonesia meningkat.,positif,0.9456833004951477,1
INDONESIA MENDUKUNG REDENOMINASI PURBAYA - Sign the Petition! https://t.co/JBVuNxkKo1 via @ChangeOrg_ID,,Tue Nov 11 14:09:13 +0000 2025,indonesia mendukung redenominasi purbaya - sign the petition! via,netral,0.963826060295105,2
@ngetweetssss @profesor_saham aku sih yes combo CBDC + redenominasi rupiah. Biar ga perlu ribet laporan pajak.,,Thu Nov 13 04:19:00 +0000 2025,aku sih yes combo cbdc + redenominasi rupiah. biar enggak perlu ribet laporan pajak.,negatif,0.8047134876251221,0
Tujuan utama redenominasi ini antara lain: Biar transaksi ekonomi jadi lebih efisien Menjaga kestabilan nilai rupiah Meningkatkan daya saing ekonomi nasional Bikin rupiah lebih kredibel di mata dunia,,Mon Nov 10 08:09:56 +0000 2025,tujuan utama redenominasi ini antara lain: biar transaksi ekonomi jadi lebih efisien menjaga kestabilan nilai rupiah meningkatkan daya saing ekonomi nasional bikin rupiah lebih kredibel di mata dunia,positif,0.9539305567741394,1
Kita Semua Milyader Kalau aja ga ada Gunting Syafruddin Sanering dan Redenominasi uang 50.000 kita: x2 karena Gunting tinggal setengah x10 karena Sanering tinggal 10% x 1000 karena Redenominasi hilang 3 angka 0 1.000.000.000 rupiah https://t.co/BEjSQk0XBQ,,Wed Sep 10 03:53:03 +0000 2025,kita semua milyader kalau saja enggak ada gunting syafruddin sanering dan redenominasi uang 50.000 kita: x2 karena gunting tinggal setengah x10 karena sanering tinggal 10% kali 1000 karena redenominasi hilang 3 angka 0 1.000.000.000 rupiah,netral,0.7671109437942505,2
BREAKING: Pemerintah rencanakan redenominasi Rp 1000 jadi Rp 1 Gue: *ngitung uang di dompet* Wah asli kaya dong aku! Punya 100 ribu rupiah! Kesadaran dimulai: WAIT... itu Rp 100.000.000 atau Rp 100.000? Stres level: Cek saldo bank: PANIK Coba hitung: GAGAL FOKUS ,,Tue Nov 11 11:49:27 +0000 2025,breaking: pemerintah rencanakan redenominasi rp 1000 jadi rp 1 gue: *ngitung uang di dompet* wah asli kayak dong aku! punya 100 ribu rupiah! kesadaran dimulai: wait... itu rp 100.000.000 atau rp 100.000? stres level: cek saldo bank: panik coba hitung: gagal fokus,negatif,0.9848292469978333,0
@tvOneNews Anggota DPR dan para koruptor yg timbun duit cash paling takut klo ada redenominasi rupiah otomatis duit cash yg mereka timbun tidak berlaku dan tidak berguna lagi. Makanya mereka tolak.,,Sun Nov 16 05:58:13 +0000 2025,anggota dpr dan para koruptor yang timbun duit cash paling takut kalo ada redenominasi rupiah otomatis duit cash yang mereka timbun tidak berlaku dan tidak berguna lagi. makanya mereka tolak.,negatif,0.995972216129303,0
Misbakhun : DPR Siap Membahas RUU Redenominasi Rupiah Ketua Komisi XI DPR RI Misbakhun #61TahunGolkar #golkarpedia #golkarsolid #partaigolkar #bahlillahadalia #misbakhun https://t.co/Y0cdJJUv7Q,,Mon Nov 17 01:56:42 +0000 2025,misbakhun : dpr siap membahas ruu redenominasi rupiah ketua komisi xi dpr ri misbakhun 61tahungolkar golkarpedia golkarsolid partaigolkar bahlillahadalia misbakhun,netral,0.9812814593315125,2
Menkue Purbaya Sebut Redenominasi Jadi Kewenang Bank Indonesia https://t.co/BXE0ZLejt8,,Mon Nov 10 12:06:19 +0000 2025,menkue purbaya sebut redenominasi jadi kewenang bank indonesia,netral,0.9811387658119202,2
Bukan karena jadi lebih murah melainkan karena rencana pemerintah yang ingin menyederhanakan nilai mata uang menjadi nominal lebih kecil atau redenominasi rupiah. #MudaBerbahasa #SelasaBahasa #AdadiKompas #Redenominasi #Sanering https://t.co/wybtDKJojl https://t.co/agLG1XIw7y,,Tue Nov 18 12:56:33 +0000 2025,bukan karena jadi lebih murah melainkan karena rencana pemerintah yang ingin menyederhanakan nilai mata uang menjadi nominal lebih kecil atau redenominasi rupiah. mudaberbahasa selasabahasa adadikompas redenominasi sanering,positif,0.7785660028457642,1
@grok @Sunyisejati @detikcom Artinya bila belum terjadi redenominasi total hutang Indonesia 39.000 triliun????,,Tue Sep 09 09:34:18 +0000 2025,artinya bila belum terjadi redenominasi total hutang indonesia 39.000 triliun????,negatif,0.9849588871002197,0
[ECOFINSC MENGKAJI: REDENOMINASI RUPIAH] Rp1.000 jadi Rp1 tanpa bikin kita makin miskin? Redenominasi rupiah kembali masuk agenda nasional. Peluang reformasi moneter atau tantangan implementasi? Simak kajian lengkapnya di ECOFINSC Mengkaji. https://t.co/C0aJwGzEBx,,Fri Jan 16 13:29:40 +0000 2026,[ecofinsc mengkaji: redenominasi rupiah] rp1.000 jadi rp1 tanpa bikin kita makin miskin? redenominasi rupiah kembali masuk agenda nasional. peluang reformasi moneter atau tantangan implementasi? simak kajian lengkapnya di ecofinsc mengkaji.,negatif,0.7940815091133118,0
Video: Redenominasi Rupiah dan Dampaknya Bagi Ekonomi Nasional https://t.co/UU5llbIcT2,,Wed Nov 12 11:21:30 +0000 2025,video: redenominasi rupiah dan dampaknya bagi ekonomi nasional,netral,0.979732871055603,2
Negara Ini Mau Redenominasi Mata Uang Ubah Pecahan 10.000 Jadi 1 https://t.co/OJK43GzzQe,,Tue Nov 11 02:34:20 +0000 2025,negara ini mau redenominasi mata uang ubah pecahan 10.000 jadi 1,netral,0.9769129753112793,2
Debat kusir soal redenominasi mata uang. Eh tiba-tiba nyebut kalo rupiah itu mata uang yg jelek hanya krn nilai tukarnya kecil. Padahal Won dan Yen juga kecil. Kan yg penting itu STABILITAS nya. Bukan soal besar/kecil nilai semata. Buang energi doang njirrr,,Mon Dec 08 11:11:37 +0000 2025,debat kusir soal redenominasi mata uang. eh tiba-tiba nyebut kalo rupiah itu mata uang yang jelek hanya karena nilai tukarnya kecil. padahal won dan yen juga kecil. kan yang penting itu stabilitas nya. bukan soal besar/kecil nilai semata. buang energi doang anjir,negatif,0.995974600315094,0
Wacana redenominasi atau penyederhanaan nilai mata uang rupiah tengah ramai dibahas masyarakat. Menanggapi hal tersebut Kepala Kantor Perwakilan BI Jabar Muhamad Nur menegaskan bahwa publik tidak perlu khawatir atau panik karena kebijakan tersebut sangat berbeda dengan sanering https://t.co/3zgSuUle3T,,Mon Nov 10 05:57:28 +0000 2025,wacana redenominasi atau penyederhanaan nilai mata uang rupiah tengah ramai dibahas masyarakat. menanggapi hal tersebut kepala kantor perwakilan bi jabar muhamad nur menegaskan bahwa publik tidak perlu khawatir atau panik karena kebijakan tersebut sangat berbeda dengan sanering,positif,0.9077796339988708,1
Galeri No. RDN007 ~ Apa jadinya jika Rupiah menguat tanpa harus redenominasi ~ Apel Pagi di Hari Disabilitas Internasional https://t.co/bwtaONUqBc,,Mon Dec 08 08:19:38 +0000 2025,galeri no. rdn007 ~ apa jadinya jika rupiah menguat tanpa harus redenominasi ~ apel pagi di hari disabilitas internasional,netral,0.9777978658676147,2
Menteri Keuangan Purbaya Yudhi Sadewa menyiapkan kerangka regulasi terkait redenominasi. ⁣ Lalu apa kata BI dan apa itu redenominasi? Simak penjelasannya! ️⁣ ⁣ #Rupiah #BI #Redenominasi #Uang #BankIndonesia #PurbayaYudhiSadewa #Menkeu https://t.co/Tf2UiBlj3T,,Tue Nov 11 07:34:42 +0000 2025,menteri keuangan purbaya yudhi sadewa menyiapkan kerangka regulasi terkait redenominasi. ⁣ lalu apa kata bi dan apa itu redenominasi? simak penjelasannya! ⁣ ⁣ rupiah bi redenominasi uang bankindonesia purbayayudhisadewa menkeu,netral,0.8899869918823242,2
Redenominasi 1965 Bukti Indonesia Pernah Melakukan Redenominasi Rupiah (Sebuah Utas) https://t.co/DaXbMhBQJZ,,Tue Nov 25 01:03:01 +0000 2025,redenominasi 1965 bukti indonesia pernah melakukan redenominasi rupiah (sebuah utas),netral,0.9790809750556946,2
#SOMETHINKYOUNEEDTOKNOW gimana menurut kalian ? coba share pendangan kalian terkait redenominasi mata uang ini Techno research-preneur University #undiknas #undiknasuniversity #kampusmilenial #kampusundiknasdenpasar #kampusterbaikdibali #kampusunggul https://t.co/kOFJGzmG6o,,Wed Nov 12 08:17:27 +0000 2025,somethinkyouneedtoknow bagaimana menurut kalian ? coba share pendangan kalian terkait redenominasi mata uang ini techno research-preneur university undiknas undiknasuniversity kampusmilenial kampusundiknasdenpasar kampusterbaikdibali kampusunggul,netral,0.8432506918907166,2
@simarsmn izin redenominasi duluan kak https://t.co/8oiMTG9uA3,,Wed Nov 26 16:32:49 +0000 2025,izin redenominasi duluan kak,netral,0.9828560948371887,2
@Ronnie_Rusli Kata pak Purbaya redenominasi rupiah urusan Bank Indonesia (BI) Prof,,Thu Nov 13 08:43:56 +0000 2025,kata pak purbaya redenominasi rupiah urusan bank indonesia (bi) prof,netral,0.9809685349464417,2
Menko Airlangga Ungkap Pemerintah Belum Bahas Dampak Redenominasi Pada Inflasi https://t.co/wUXideCwwT,,Tue Nov 18 14:00:01 +0000 2025,menko airlangga ungkap pemerintah belum bahas dampak redenominasi pada inflasi,netral,0.9791581034660339,2
Video: Menakar Efek Redenominasi terhadap Inflasi dan Daya Beli Rakyat https://t.co/1BHlCV8QFW,,Wed Nov 12 12:40:49 +0000 2025,video: menakar efek redenominasi terhadap inflasi dan daya beli rakyat,netral,0.9795519709587097,2
@ikantenggiriri @tanyarlfes Ya kalo masih ada celahnya ngapain dituntut maksa harus jd tgl 5 ? Kan tolol mana bisa dikerjain serusuh itu harus digodok dulu bener bener klo memang masih ada celah yah harusnya tuntuttan nya barengin prampasan aset dan redenominasi digodok bareng bareng.,,Fri Sep 05 08:46:39 +0000 2025,ya kalo masih ada celahnya mengapai dituntut maksa harus jadi tanggal 5 ? kan tolol mana bisa dikerjain serusuh itu harus digodok dulu benar benar kalo memang masih ada celah ya harusnya tuntuttan nya barengin prampasan aset dan redenominasi digodok bareng bareng.,negatif,0.9885629415512085,0
Menteri Keuangan Purbaya Yudhi Sadewa memastikan kebijakan redenominasi atau pemangkasan tiga digital nol di rupiah belum akan terealisasi dalam waktu dekat termasuk pada 2026. https://t.co/y2i4VdMFbr,,Thu Nov 13 04:59:54 +0000 2025,menteri keuangan purbaya yudhi sadewa memastikan kebijakan redenominasi atau pemangkasan tiga digital nol di rupiah belum akan terealisasi dalam waktu dekat termasuk pada 2026.,netral,0.9808674454689026,2
@coinvestasi Terus terang redenominasi akan membuat rakyat Indonesia makin gak jago matematikanya. Negara maju yang digit uangnya gak beruntun mana ada yang matematikanya jago.,,Wed Nov 12 05:15:54 +0000 2025,terus terang redenominasi akan membuat rakyat indonesia makin enggak jago matematikanya. negara maju yang digit uangnya enggak beruntun mana ada yang matematikanya jago.,negatif,0.9403924345970154,0
pak purbaya kapan nih redenominasi uang. udah pusing liat nol kebanyakan,,Tue Jan 20 03:52:22 +0000 2026,pak purbaya kapan nih redenominasi uang. sudah pusing lihat nol kebanyakan,negatif,0.9706869721412659,0
Debat Panas Redenominasi Rupiah: Siapa Untung Siapa Buntung? Kemenkeu Dorong UU 2026 https://t.co/vfIk1S54uA,,Mon Nov 10 06:41:10 +0000 2025,debat panas redenominasi rupiah: siapa untung siapa buntung? kemenkeu dorong uu 2026,netral,0.9814094305038452,2
DPR soal Rencana Redenominasi Rp1.000 Jadi Rp1: Jaga Wibawa dan Kedaulatan Rupiah https://t.co/dMFwlZAIhZ,,Tue Nov 11 09:27:30 +0000 2025,dpr soal rencana redenominasi rp1.000 jadi rp1: jaga wibawa dan kedaulatan rupiah,netral,0.9818923473358154,2
orang jawa mah sudah me redenominasi rupiah dari dulu seratus ribu jadi satus satu juta jadi sewu,,Thu Nov 13 10:54:42 +0000 2025,orang jawa mah sudah me redenominasi rupiah dari dulu seratus ribu jadi satus satu juta jadi sewu,negatif,0.9902916550636292,0
Yang gue takutin terkait redenominasi itu cuman salah pas beli gorengan 5 bayarnya tetep 10.000 (which is sepuluh juta ),,Mon Nov 17 02:08:18 +0000 2025,yang gue takutin terkait redenominasi itu cuman salah pas beli gorengan 5 bayarnya tetap 10.000 (which is sepuluh juta ),negatif,0.9920151233673096,0
@BosPurwa Duitnya harus segera dikeluarkan sebelum redenominasi berlaku. Itu aja,,Tue Nov 25 10:54:36 +0000 2025,duitnya harus segera dikeluarkan sebelum redenominasi berlaku. itu saja,negatif,0.9474269151687622,0
Purbaya Tegaskan Redenominasi Tanggung Jawab BI Belum Akan Dijalankan dalam Waktu Dekat #ElJohnMedia https://t.co/n7cI4pPLCZ,,Tue Nov 11 04:16:20 +0000 2025,purbaya tegaskan redenominasi tanggung jawab bi belum akan dijalankan dalam waktu dekat eljohnmedia,netral,0.9825937151908875,2
Purbaya Buka Suara soal Rencana Redenominasi Rupiah: Itu Urusan Bank Indonesia https://t.co/evYf4QBCod,,Wed Nov 12 05:30:00 +0000 2025,purbaya buka suara soal rencana redenominasi rupiah: itu urusan bank indonesia,netral,0.9819600582122803,2
Semua redenominasi dilakukan setelah pemerintah gagal mengendalikan inflasi. Alih-alih membenahi ekonomi hapus saja nol dari mata uang. #Internasional #AdadiKompas https://t.co/7KqlBVFnpa,,Tue Nov 11 01:02:58 +0000 2025,semua redenominasi dilakukan setelah pemerintah gagal mengendalikan inflasi. alih-alih membenahi ekonomi hapus saja nol dari mata uang. internasional adadikompas,negatif,0.8740713596343994,0
ya gpp biar tau kl rakyatnya udh redenominasi duluan,,Sat Nov 15 14:11:06 +0000 2025,ya enggak apa-apa biar tau kalo rakyatnya sudah redenominasi duluan,negatif,0.984876275062561,0
Penyederhanaan nilai rupiah atau Redenominasi kembali jadi sorotan di Indonesia akibat terbitnya Peraturan Menteri Keuangan (PMK) Nomor 70 Tahun 2025. Nah redenominasi ini pernah dilakukan oleh negara-negara lain lho. Cek selengkapnya di sini! &gt;&gt; https://t.co/nAVTahggXT https://t.co/sl14r3Jo9d,,Sat Nov 15 12:00:03 +0000 2025,penyederhanaan nilai rupiah atau redenominasi kembali jadi sorotan di indonesia akibat terbitnya peraturan menteri keuangan (pmk) nomor 70 tahun 2025. nah redenominasi ini pernah dilakukan oleh negara-negara lain lho. cek selengkapnya di sini! &gt;&gt;,netral,0.9424775242805481,2
Akhirnya Bos BI Buka-bukaan soal Rencana Redenominasi Rupiah https://t.co/HGBxYzL2Dr,,Thu Nov 13 08:10:53 +0000 2025,akhirnya bos bi buka-bukaan soal rencana redenominasi rupiah,netral,0.9793022274971008,2
RUU Redenominasi Rupiah masuk Prolegnas Jangka Menengah 2025-2029 sebagai inisiatif pemerintah. Di tengah tantangan ekonomi langkah ini dinilai kosmetik belaka. #Ekonomi #AdadiKompas https://t.co/bqbo3Bd68t,,Mon Nov 10 06:11:44 +0000 2025,ruu redenominasi rupiah masuk prolegnas jangka menengah 2025-2029 sebagai inisiatif pemerintah. di tengah tantangan ekonomi langkah ini dinilai kosmetik belaka. ekonomi adadikompas,negatif,0.8102402687072754,0
Rencana Redenominasi Rupiah Rakyat Makin Miskin https://t.co/uNLT9UDUk0,,Wed Nov 12 05:00:00 +0000 2025,rencana redenominasi rupiah rakyat makin miskin,negatif,0.9325821399688721,0
@lostranslation5 Masalahnya bukan di nilai mata uang tapi daya beli. Orang Malaysia bisa jajan banyak di sini karena gaji mereka lebih tinggi bukan karena kita salah paham kurs . Redenominasi cuma ganti angka bukan solusi. Yg dibahas orang itu realita hidup bukan teori ekonomi,,Sun Nov 23 14:12:42 +0000 2025,masalahnya bukan di nilai mata uang tapi daya beli. orang malaysia bisa jajan banyak di sini karena gaji mereka lebih tinggi bukan karena kita salah paham kurs . redenominasi cuma ganti angka bukan solusi. yang dibahas orang itu realita hidup bukan teori ekonomi,negatif,0.9947003126144409,0
@daddyyuki https://t.co/bWC4i8R1gK Kita lihat kdepan nya mgkin saja ada agenda lainnya mengingat #Agenda2030 #Digitalisasi masyarakat tnp uang tunai. Butuh #Adaptasi #Edukasi Nilai tukar pd uang lama ke baru mungkin sdikit rumit jk ga faham dg cepat. Bgm jika langsung Digital Rupiah?,,Mon Nov 10 13:54:06 +0000 2025,kita lihat kdepan nya mungkin saja ada agenda lainnya mengingat agenda2030 digitalisasi masyarakat tanpa uang tunai. butuh adaptasi edukasi nilai tukar pada uang lama ke baru mungkin sdikit rumit jika enggak faham dengan cepat. bgm jika langsung digital rupiah?,negatif,0.9385069608688354,0
redenominasi https://t.co/lOByMYmovr,,Mon Nov 17 13:01:32 +0000 2025,redenominasi,netral,0.9803614616394043,2
@CryptoWaveID juta? oh iya redenominasi &gt;mclaren 650s,,Fri Nov 21 13:22:53 +0000 2025,juta? oh iya redenominasi &gt;mclaren 650s,netral,0.9355331659317017,2
@ARSIPAJA tenang tenang dengan redenominasi rupiah akan langsung menguat dari sebelumnya 1 RM = IDR 4000 Akan langsung menguat menjadi 1 RM = IDR 4 ....... ,,Thu Nov 13 07:07:08 +0000 2025,tenang tenang dengan redenominasi rupiah akan langsung menguat dari sebelumnya 1 rm = idr 4000 akan langsung menguat menjadi 1 rm = idr 4 .......,netral,0.9782735705375671,2
Redenominasi: Pengertian Manfaat dan Kekurangannya https://t.co/GE1fYKbOwb,,Tue Oct 07 03:31:37 +0000 2025,redenominasi: pengertian manfaat dan kekurangannya,netral,0.971866250038147,2
Pakar Ekonomi Unair: Redenominasi Picu Inflasi hingga Dampak Psikologis https://t.co/HRGjRSrHRe,,Mon Nov 17 04:42:34 +0000 2025,pakar ekonomi unair: redenominasi picu inflasi hingga dampak psikologis,netral,0.9811752438545227,2
REDENOMINASI PURBAYA! Uang Rp1000 Jadi Rp1 Ribuan Triliun Akan Kembali ke Negara! https://t.co/PC7rNGUcMK,,Tue Nov 11 11:20:34 +0000 2025,redenominasi purbaya! uang rp1000 jadi rp1 ribuan triliun akan kembali ke negara!,netral,0.9799854755401611,2
Mantap redenominasi,,Thu Nov 13 07:31:19 +0000 2025,mantap redenominasi,positif,0.9833179712295532,1
@sangmemequeen Amin ... itu Kalo di redenominasi kan baru 19jt ,,Wed Nov 12 04:03:33 +0000 2025,amin ... itu kalo di redenominasi kan baru 19jt,netral,0.9436271786689758,2
Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi memastikan belum ada langkah konkret terkait redenominasi alias menyederhanakan nilai mata uang rupiah. Sebelumnya muncul wacana redenominasi yang membuat nilai Rp 1.000 menjadi Rp 1. Prasetyo menegaskan penyederhanaan Rp1.000 https://t.co/59r9GqP9S9,,Tue Nov 11 02:00:30 +0000 2025,menteri sekretaris negara (mensesneg) prasetyo hadi memastikan belum ada langkah konkret terkait redenominasi alias menyederhanakan nilai mata uang rupiah. sebelumnya muncul wacana redenominasi yang membuat nilai rp 1.000 menjadi rp 1. prasetyo menegaskan penyederhanaan rp1.000,netral,0.980436384677887,2
Menteri Keuangan Purbaya Yudhi Sadewa menepis anggapan bahwa Kementerian Keuangan menjadi pihak utama dalam mendorong redenominasi rupiah. Padahal kata Purbaya kebijakan tersebut sepenuhnya akan ditentukan oleh Bank Indonesia (BI) sebagai otoritas moneter. Saya nggak tahu https://t.co/Df5Io3V0BJ,,Tue Nov 11 06:55:12 +0000 2025,menteri keuangan purbaya yudhi sadewa menepis anggapan bahwa kementerian keuangan menjadi pihak utama dalam mendorong redenominasi rupiah. padahal kata purbaya kebijakan tersebut sepenuhnya akan ditentukan oleh bank indonesia (bi) sebagai otoritas moneter. saya enggak tahu,negatif,0.9312041401863098,0
